video_id,comment,comment_date
TsI3XQlyRUE,"We must hold those foreign nationals who violated America’s immigration law accountable. Our immigration and border security law was largely written by our, Lion of the Senate, Ted Kennedy. He promised Americans said if his immigration law was enacted into law we would no longer need amnesty for those in the country illegally, and our borders would be secure. As Democrats, we must keep the promise made to the American people by the late senator Ted Kennedy.",2024-11-08
TsI3XQlyRUE,"isnt it wonderful     not only did the Trumpster destroy his opponent&#39;s but he killed mainstream media,,   yall are obsolete",2024-11-08
TsI3XQlyRUE,Who is going to take their places at work? They actually do work.,2024-11-08
TsI3XQlyRUE,"Trump has lied and greatly exaggerating about immigration the whole time, and at the end of the day trump is dumb and incompetent so he will probably spend unlimited money on this &quot;major issue&quot; and round up some people and put on a show, then tell his supporters that millions of illegals are gone and he fixed it. And he people will eat it up without even looking into it.",2024-11-08
TsI3XQlyRUE,See 2 things that need fixing asap in America are social security and healthcare!<br>Here we go again not helping the people that live here and  trying to fix what cant be fixed since the 80s.<br>Republicans only care for helping the Wealthy and Big Corporations....,2024-11-08
TsI3XQlyRUE,Crossing the border is illegal so the undocumented  have already committed more crime compared to a natural born citizen,2024-11-08
TsI3XQlyRUE,"Just in,Trump has announced he will use cnn and mslsd HQ as staging grounds for Deportations. HILARIOUS",2024-11-08
TsI3XQlyRUE,What country is going take 15 million people from the United States into their borders. That is the stupidest idea I have ever heard. And no one‘s gonna fight back. Now we get to see what moron leadership is like.,2024-11-08
TsI3XQlyRUE,"I&#39;ll help find them, where do I sign up",2024-11-08
TsI3XQlyRUE,Welcome to the United States of Russia. Good job CNN good job Latinos good job Arab Americans  good job Hispanics. Good job white man you just made Trump a king. Might be the last time you got vote.,2024-11-08
TsI3XQlyRUE,HAHAHAHA HE IS BLAMING THE VOTERS FOR WHATS GONNA HAPPEN,2024-11-08
TsI3XQlyRUE,She keeps asking questions but isn&#39;t hearing his answer... THEY DO NOT CARE!!!,2024-11-08
TsI3XQlyRUE,THE TOAD JUMPED IN THE LAKE !<br>WE WANT TRUMP AGAIN.,2024-11-08
TsI3XQlyRUE,"Pretty soon folks might discover they are the dog that caught the car… WTF! Oh, that is what it meant …. I don’t like this at all",2024-11-08
TsI3XQlyRUE,"She keeps talking over him<br>It is unprofessional, she already made her political views known, this is no longer a news channel",2024-11-08
TsI3XQlyRUE,God forbid something happened to this guy and he had to go to another country for refuge.. bye Felicia,2024-11-08
TsI3XQlyRUE,Its gonna be brutal and all we can do is watch it all.,2024-11-08
TsI3XQlyRUE,Cnn wants illegals here so bad lol,2024-11-08
TsI3XQlyRUE,Time to Go!!,2024-11-08
TsI3XQlyRUE,All of our pets will sleep better tonight 🗽,2024-11-08
TsI3XQlyRUE,Our economy will collapse without illegal aliens.,2024-11-08
TsI3XQlyRUE,So let me get this straight I voted for Biden and he reversed all those laws that were working ?,2024-11-08
TsI3XQlyRUE,All the female news anchors are wearing black in mourning.😅😃😆😂😀😆,2024-11-08
TsI3XQlyRUE,"Mass Deportations day ome,MAGA",2024-11-08
TsI3XQlyRUE,Criminals and illegals must be shitting their pants,2024-11-08
TsI3XQlyRUE,How about deport anyone who has a felony .or 34 .,2024-11-08
TsI3XQlyRUE,he will do nothing to &quot;turn up the pressure&quot; on businesses that hire illegals,2024-11-08
TsI3XQlyRUE,Only A.I. can weave it into soccer clue 🕵️‍♂️,2024-11-08
TsI3XQlyRUE,"SATAN (ALSO KNOWN AS LUCIFER OR THE DEVIL) IS EXPOSED!!!!! Hell was created for Satan and his fallen Angels(Matthew 25:41 AND 2Peter 2:4).Satan and his fallen Angels fought God’s angels to overthrow God but were defeated and were thus thrown out of heaven to the earth(Isaiah14:12-14 AND Revelation 12:7-10).Satan and his fallen Angels will be thrown into hell to be tormented 24/7 for ever and ever(Revelation 20:10 AND Jude 1:7).Satan and his fallen Angels want you to join them suffer in hell even though you were not part of the coup makers(Revelations 20:10-15).Satan, and for that matter his fallen Angels stand condemned by God and hence do not have any chance of repentance(John 16:11).Fortunately, you and I have up to minutes before our death to repent just like the criminal on the right side of Jesus Christ on the cross (Luke 23:39-43) WHY NOT REPENT NOW AND GIVE YOUR LIFE TO JESUS? Since you don’t know how and when you will die, my brother or sister, THE TIME TO REPENT IS NOW AND GIVE YOUR LIFE TO JESUS CHRIST!!!",2024-11-08
TsI3XQlyRUE,"Better deport Malania, then. Melanija Knavs, was born in Slovenia (then part of Yugoslavia) in 1970. She started her career as a model, which took her to cities around Europe before she eventually moved to the United States in 1996. Melania met Donald Trump at a party in New York in 1998, and they began dating. They married in 2005, and she became a U.S. citizen in 2006, the same year their son Barron was born.<br>Her path from Slovenia to the U.S. and eventually to becoming the First Lady of the United States is a unique one, shaped by her career and her relationship with Trump. By THEIR definition.",2024-11-08
TsI3XQlyRUE,Don’t commit crimes and you won’t appear on the radar. It’s not that complicated.,2024-11-08
TsI3XQlyRUE,I&#39;m sure republican business owners who currently employ millions of illegals are going to love this.,2024-11-08
TsI3XQlyRUE,If he actually builds the wall like he said he would in 2016,2024-11-08
TsI3XQlyRUE,Хорошие новости! Спасибо!,2024-11-08
TsI3XQlyRUE,Also charge them daily rates for all their temporary stays. They got our tax dollars,2024-11-08
TsI3XQlyRUE,cnn listen !!! you are focusing to illegal immigrants who killings American. not to a person wants to protect Americans. !!!;,2024-11-08
TsI3XQlyRUE,Just a matter of time before some excuse is found about anyone to brand them illegal.,2024-11-08
TsI3XQlyRUE,The goal should be human decency.,2024-11-08
TsI3XQlyRUE,He means every Brown illegal.,2024-11-08
TsI3XQlyRUE,"According to a CBS poll, the majority of Americans (60%) are in favor of Mass deportations including 45% of Latino voters. This isn’t a controversial issue. If someone breaks into a country, they should be kicked out. Why can’t Democrats say this?",2024-11-08
TsI3XQlyRUE,"Almost can&#39;t see the strings moving this guy, and does he remember who wrecked the bipartisan border bill. Speaking of crime, how many did the Sacklers take out, how many did pharma take out, did anyone go to prison? I don&#39;t think so.",2024-11-08
TsI3XQlyRUE,THE TOAD JUMPED IN THE LAKE .<br>WE WANT TRUMP AGAIN.,2024-11-08
TsI3XQlyRUE,How can you have a country when it&#39;s sovereignty can be invaded and the invaders then get to decide policy within the country they invaded.  An illegal can NEVER be able to become a citizen... NEVER!,2024-11-08
TsI3XQlyRUE,In convicted felon trumps first term.  Trump waited over two years before he even started working on building the wall.,2024-11-08
TsI3XQlyRUE,Immediate arrest and deportation is what the &quot;global majority &quot;<br> Do.<br>Weirdly the only mass immigration open borders places are USA and Europe...the places the  white man built.<br>Brown and Black keep their borders shut.,2024-11-08
TsI3XQlyRUE,"If you really want more immigrants, make it easier to become a legal immigrant, but don&#39;t allow unvetted illegal immigration",2024-11-08
TsI3XQlyRUE,Cruelty and stupidity will be the core foundation of Trump’s second term.,2024-11-08
TsI3XQlyRUE,Good!🎉,2024-11-08
TsI3XQlyRUE,Kamala Harris wanted to use tax payer funds for Prison sex changes... CNN was SILENT. 😂,2024-11-08
TsI3XQlyRUE,Free America from AIPAC and Israël&#39;s slavery,2024-11-08
TsI3XQlyRUE,CNN SUCKS!,2024-11-08
TsI3XQlyRUE,If Joe Biden and Kamala would have not ignored the border we wouldn&#39;t be having this talk but they allowed millions upon millions of illegal immigrants into this country and now Trump has to clean up after them again when will the Democrats learn.,2024-11-08
TsI3XQlyRUE,Right. Americans will take their places),2024-11-08
TsI3XQlyRUE,The word here is ILLEGAL meaning they dont belong here 😡,2024-11-08
TsI3XQlyRUE,This is going to be interesting.,2024-11-08
TsI3XQlyRUE,Trumps’ plan to enhance earths’ albedo is to make everyone white.,2024-11-08
TsI3XQlyRUE,Who is paying for that? How will you stop more from just coming back ?,2024-11-08
TsI3XQlyRUE,"The senate can either please the legacy media, or the public who elected the senate. Not both",2024-11-08
TsI3XQlyRUE,I tried to repeat this trick and now I have a new plan to never try to repeat tricks from the internet again👄,2024-11-08
TsI3XQlyRUE,My dog watched this video with me and now thinks she&#39;s a star. It&#39;s time for her to start Instagram💖,2024-11-08
TsI3XQlyRUE,Qui a besoin d&#39;une bonne fée quand on a une barrette au poignet et une réserve de chocolat dans son sac 🔥,2024-11-08
